event_name,event_location,event_content,participant,event_date,event_time
花漾八里,新北市249八里區,無,,2022/9/7,07:15
三重神農百草公園-中秋電影院,新北市241三重區神農百草公園(三重區五谷王北街77號-先嗇宮正對面),無,,2022/9/8,06:23
臺灣國際陶藝雙年展,新北市239鶯歌區陶博館三樓特展室,無,,2023/1/12,06:41
年新北市淡水環境藝術節,新北市251淡水區淡水老街廣場至淡水觀潮廣場,無,,2022/10/1,03:05
新店溪遊記碧東市集,新北市231新店區碧潭東岸廣場,無,,2022/10/1,07:00
111年新北市客家義民爺文化祭,新北市220板橋區新北市市民廣場,無,,2022/10/2,12:38
新北市泰山獅王文化節,新北市243泰山區泰山體育館(公園路54號),無,,2022/10/1,08:06
新北市眷村文化節,新北市241三重區空軍三重一村,無,,2022/10/10,05:13
111年度新北市原住民族聯合文化活動,新北市247蘆洲區蘆洲微風運河廣場,無,,2022/10/24,07:55
新北歡樂耶誕城,新北市220板橋區,無,,2022/12/13,05:04
新北市三芝區茭白筍節,新北市252三芝區芝蘭公園,無,,2022/10/30,10:13
跟著水去旅行～水去哪裡主題特展,新北市220板橋區濕地故事館,無,,2022/11/17,05:54
111年作客三鶯趣,新北市237三峽區新北市客家文化園區,無,,2022/11/5,11:13
歡迎光林-新北市景觀燈廊,新北市244林口區忠孝二路(三井 OUTLET PARK 林口),無,,2022/10/30,07:45
2023新北市鐵道馬拉松接力賽,新北市228貢寮區福容大飯店福隆（彩虹橋前廣場）,無,,2023/4/16,12:05
2015臺中市逍遙音樂町,臺中市400中區各區公所,逍遙音樂町活動已邁入第12年，今年的活動從7月3日起至8月28日，週五或週六晚上7時30分，總共將有27場戶外音樂會，在臺中市27區的戶外公共空間舉辦。 「2015臺中市逍遙音樂町」將於7月3日在外埔區親水公園率先登場，最後一場於8月28日由北區、石岡區、神岡區壓軸，歡迎市民扶老攜幼走出戶外，在公園、街角與美妙的歌聲及樂曲相遇，與逍遙音樂町來場美麗的音符約會。,,2015/8/9,05:22
2017臺灣自行車節-臺中自行車嘉年華,臺中市400中區,台中市自行車盛會-「0K台灣．台中自行車嘉年華」系列活動將於9月23日至11月26日陸續登場，結合台中市三大重要自行車活動「捷安特嘉年華」、「台中騎旅」以及「時代騎輪節」，不但可參加休閒單車運動，也有自我挑戰自行程競賽，各項活動即日起陸續開放報名，歡迎踴躍參加。,,2017/10/26,01:01
2018臺中世界花卉博覽會,臺中市421后里區,"「花現GNP：自然怡人新花都」「Rediscover GNP: Green ,Nature and People」臺中世界花卉博覽會展覽期間自2018年11月3日至2019年4月24日，展區以「花現GNP」作為規劃主軸，展現不同於以往的GNP定義，展區位於后里、外埔及豐原三區，各有特色，后里馬場及森林園區充分保護生態，融入歷史老樹及百年馬場風華；外埔永豐園區以生產為取向，打造花果原鄉，豐原葫蘆墩公園享樂生活，水岸花都與糕餅文化融合其中。",,2019/1/5,07:24
2017臺中國際花毯節,臺中市421后里區,臺中國際花毯節於去年(2016)首度移師后里花田綠廊舉行，創造146萬參觀人次的佳績，成功為2018臺中世界花卉博覽會提前暖身。原本是垃圾掩埋場的后里花田綠廊，持續舉辦花毯節及市府積極復育整治轉型，成為花田綠廊生態亮點公園。今年(2017)花毯節將再接再厲，以「花開的聲音」作為策展主題，運用大量的在地特色花卉，融入花博吉祥物「石虎家族」及「音樂」等元素，透過情境式的故事營造，打造由石虎家族領軍的音樂花園派對，型塑臺中市花園城市意象，吸引各地觀光客前來體驗臺中之美。,,2017/12/30,08:04
臺中午茶拾光,臺中市400中區,今年邁入第2屆「臺中午茶生活節」，以「午茶百百款」為主軸，於11月起陸續推出「午茶沙龍、午茶拾光市集聚樂部、大小老闆圍坐沙龍」三大主題，以臺中午茶的多樣表現與傳承，串起臺中午茶文化產業的深度。,,2017/12/16,05:57
2017台中耶誕嘉年華系列活動,臺中市400中區,去年水利局在柳川舉辦創意藝術光景展大獲好評，今年將延續河岸光景的藝術熱潮打造浪漫水岸，同時與新聞局每年一度的台中耶誕嘉年華活動聯合點燈，系列活動將閃亮至明年。,,2018/1/26,06:20
原音梨山熱力谷關 迎向2018跨年晚會,臺中市424和平區,台中市政府與參山國家風景區管理處共同主辦「原音梨山、熱力谷關，迎向2018跨年晚會」將在谷關、梨山兩地熱鬧登場！活動時間：12/31 19:30-00:30活動地點谷關跨年：台電谷關第二宿舍梨山跨年：梨山賓館前廣場,,2017/12/17,09:44
2018中臺灣元宵燈會,臺中市404北區,2018中臺灣元宵燈會從2月24日至3月11日於臺中公園及港區藝術中心盛大登場囉！戊戌狗年富貴年，主燈則以「公犬遠瞻-福旺中臺」與「母犬守護-祥旺花都」為主題，打造雙主燈相互呼應，雙主燈並使用「臺灣犬」的形象及性格作為設計發想，祈願臺中能守護固本、打造宜居心城市的同時，也能前瞻遠眺、勇敢前行共創未來。雙燈區每晚18:00-22:00點燈，誠致敬邀全臺各地的朋友與國外旅客一同共襄盛舉。,,2018/3/8,10:39
2018臺中東勢新丁粄節,臺中市423東勢區,「新丁粄節」是東勢客庄流傳百年的民俗活動，起源於過去是勞力密集的農業社會，家族總希望多子多孫多福氣，於是為求得子女以「米粄」供品祈求上天，並許願將會以更多「米粄」還願，結果靈驗。因此漸漸將因求得子女（即新丁）而向神明還願的「米粄」供品稱為「新丁粄」。,,2018/2/28,07:08
2018客家桐花季,臺中市438外埔區,臺灣客家桐花的嘉年華會，在春夏交替之際，桐花滿山遍野綻放，一朵朵白皙嬌柔的油桐花繽紛盛開在樹上，為翠綠的山區添上新裝。沿著臺3線、北二高，我們看見白靄靄的山頭，會驚訝如此的美景，卻未曾駐足欣賞，但是透過客家桐花祭的舉辦，桐花的花開花落有了不同的意義。桐花祭以雪白桐花為意象，傳遞客家人敬天地、重山林之傳統，更以桐花、山林之美為表，客家文化、歷史人文為核心，展現客家絕代風華。油桐強韌的生命力，恰如客家人的硬頸精神。每年桐花盛開之際，期待「客家桐花祭」與您開一扇「任意門」，共下來尞。,,2018/5/22,09:14
2018臺中好湯‧饗浴國際,臺中市424和平區,今年臺中好湯溫泉季以推出「臺中溫泉便當」為主軸，由溫泉區在地飯店或餐飲業者結合當地農特產，利用創意及巧思，嚴選設計出色香味具全、美味可口且具市場吸引力的平價便當。,,2018/10/5,06:51
2018大安沙雕音樂季,臺中市439大安區,臺中市大安區，因大安港而得名，大安港早期名為「螺絲港」為可安全碇泊之港口，是臺灣中部西海岸重要登陸口岸。大安海水浴場佔地17公頃，沙灘平坦遼闊、砂質柔軟，沙灘綿延數百公尺，也因為多樣化的景觀，形成了獨特的美麗景緻。,,2018/6/15,03:21
2018台灣設計展,臺中市400中區復興路三段362號,開創城市與設計之間的無限未來邁入第16年的台灣設計展，今年以「軟：硬－超越想像的產業未來」為主題，透過「軟」、「硬」間的對話，以未來為軸線，從數位科技、智慧材料、職人工藝及城市設計等多元面向，以在臺中文化創意產業園區的 8大展館，以及在葫蘆墩、東勢的 2大衛星展，呈現擁有製造硬底子及設計軟實力的大臺中特色。50家良品好店免費接駁及相關優惠資訊：http://www.culture.taichung.gov.tw/NewsContent.aspx?menuID=122&id=21033,,2018/9/15,09:23
2018臺中爵士音樂節,臺中市403西區,邁向第十六年的臺中爵士音樂節，隨著秋風將爵士搖擺傳承的因子散播在城市的每一個角落，讓每位熱愛爵士的靈魂萌芽、茁壯、向外生長，在臺中遍地開花結果。臺中爵士音樂節延續不變的承諾帶來高質量的演出，來自世界各地的爵士演奏者齊聚盡情搖擺，跳動的音符、搖擺的節奏，形塑藝文城市的風貌。臺中爵士音樂節已成為臺中城市品牌的最佳詮釋，也成為全臺灣以及亞洲地區具指標性的音樂節慶活動。,,2018/10/14,03:53
2018搖滾臺中,臺中市408南屯區文心路一段289號,³THREE ²TWO ¹ONE FINAL COUNTDOWN【搖滾台中 ROCK IN TAICHUNG】2018 走向圓滿綠葉，象徵獨立音樂之生生不息不分白晝黑夜，讓台中孩子持續歌唱,,2018/12/30,07:59
2018臺中花都藝術季,臺中市407西屯區,臺中市政府自2015年起籌辦「花都藝術季」希能透過在地文化資源，結合本地花卉特色，以「花都」作為城市意象，推廣臺中。,,2018/11/3,09:40
2018臺中國際踩舞祭,臺中市407西屯區,2018臺中國際踩舞祭藉由節慶觀光的國際合作，建立國際運動觀光與藝術文化交流平臺，促進國際接軌與航線航點開拓。將臺中街區化為大型舞台，創新話題並打造城市觀光特色意象，讓國際踩舞祭成為臺中的觀光盛會品牌活動。,,2018/11/10,07:09
2018臺中耶誕嘉年華,臺中市400中區,台中市政府今年再度於柳川設置水中耶誕樹，搭配創意藝術光景展，營造濃濃的耶誕氣氛。新聞局表示，柳川耶誕樹將於12月7日晚間7時點燈，正式點亮柳川河岸；此外，豐原葫蘆墩圳也首度設置水上耶誕樹，12月8日晚間7時點燈，歡迎踴躍前往欣賞，體驗最不一樣的水岸耶誕氣氛。,,2018/12/10,08:04
2019依舊幸福 花現台中跨年晚會,臺中市421后里區,無,,2018/12/31,12:00
2018后里泰安櫻花季,臺中市421后里區安眉路,后里區的泰安櫻花季已是臺中市賞櫻的指標區，每年都吸引成千上萬的民眾前來賞櫻。今年「2018后里泰安櫻花季活動」時間將從2月24日至3月18日。,,2018/3/13,01:05
2018臺中媽祖國際觀光文化節,臺中市401東區,大臺中年度盛事，由臺中市政府文化局舉辦「2018臺中媽祖國際觀光文化節－百年宮廟風華」系列活動，自2月19日起至6月9日陸續於全市12座百年宮廟熱鬧登場，元宵節前後將有5場表演匯演陪市民共度新年。文化局表示，今年超過40組國內優質團隊帶來12場匯演，與民同樂分享宗教之美。,,2018/3/26,02:06
2018太平枇杷節,臺中市411太平區,每年的3、4月是枇杷的盛產期，太平頭汴坑休閒農業區為枇杷重要產區，品質優良味美聞名全國，農業局輔導太平農會舉辦「太平枇杷節」活動邁入第15年，更自民國102年起推出以「枇杷」為主題的休閒農業體驗遊程，廣受民眾喜愛。,,2018/3/24,03:34
2018臺中市大雅區小麥產業文化節,臺中市428大雅區,10日當日活動內容包含農特產品展售、大雅三寶美食產品展示、農機展示、尋寶、麥田街頭藝人表演、玩麥親子手作等活動，亦提供地方特色美食及家政班手工料理品評，形塑大雅的產業特色，期待能讓消費者認識大雅的農特產品，並加以選購。現場另設有花田迷宮體驗，呈現花博意象吉祥動物雕塑，宣傳2018世界花卉博覽會在臺中，並請民眾踴躍申請花博卡，共同參與花博盛事，活動內容精彩可期，歡迎民眾前來共襄盛舉。,,2018/3/19,12:25
2018臺中巧聖仙師文化祭,臺中市423東勢區,「臺中巧聖仙師文化祭」已經連續兩年獲中央客家委員會遴選列入「客庄12大節慶」，今年結合府內10個機關共同舉辦，推出豐富多元的系列活動，藉由活動來發揚魯班精神、提升技職教育、促進經濟發展並保存傳統文化，將東勢巧聖仙師廟的祭典提升為全國性祭典活動，並打造臺中成為工匠城市、工藝之都。今年正值「臺中世界花卉博覽會」的舉辦，是臺中市的盛會，巧聖仙師文化祭，市府辦理各系列活動如：創客嘉年華、花藝農特產展售會、巧聖仙師遶境祈福活動、促進就業巧聖仙師魯班公獎選拔、客家建築文化與產業巡禮等也都融入花博的元素，在活動中呈現台中市各種工匠技藝的創意設計，台中市作為宜居城市，希望生活充滿了創意及美學素養。,,2018/5/24,07:37
2018台中國際動漫博覽會,臺中市400中區,2018台中國際動漫博覽會於7月13日至7月29日期間，在台中文化創意產業園區雅堂館開展。,,2018/7/13,12:09
2018臺中兒童藝術節,臺中市408南屯區,為了給孩子們一個豐富又難忘的兒童節獻禮，臺中市政府文化局不但邀請各類型優秀的表演團隊加入「臺中兒童藝術節」演出陣容，同時秉持「文化平權，藝術下鄉」的理念，安排各區適合的場地巡演，除了打造平易近人的演出環境，同時也增加團隊與觀眾的近距離接觸。,,2018/4/8,06:25
2018南屯端午木屐節,臺中市408南屯區,穿木屐躦鯪鯉、呷肉粽配麻芛」2018南屯端午木屐節將在萬和宮前廣場及南屯老街熱鬧展開！,,2018/6/18,12:00
2018農遊太平荔枝巴士,臺中市411太平區,夏天是荔枝盛產的季節，也是體驗「採荔枝」最好時節，太平頭汴坑休閒農業區與太平農會、興隆社區發展協會結合當地荔枝農共同推出一系列荔枝體驗活動，邀請民眾來體驗農業之旅！,,2018/6/8,03:25
2018 0K臺灣．臺中自行車嘉年華,臺中市423東勢區中山路1號,世界的自行車產業發展重心在臺灣，但一提到臺灣的自行車產業聚落及美麗的自行車專用道，就在臺中。今年從東豐綠廊、后豐鐵馬道出發，舉辦『2018 0K臺灣．臺中自行車嘉年華』活動，熱情向國內外推廣單車活動及產業，要讓大家踩踏鐵馬悠遊臺中，享受慢活單車低碳旅遊，體驗臺中之美。,,2018/9/29,06:16
2018台中舊城新生博覽會,臺中市400中區,10月6日起在中區將以音樂會、綠柳川點燈、光影藝術、民歌演唱、戶外電影、市集等多元形式呈現舊城區嶄新風貌，並邀請知名歌手陳昇在柳川開唱，與市民共同感受台中百年城市的光榮！,,2018/10/27,10:50
2018新社花海行-樂遊台三線,臺中市426新社區協成里協興街30號,一年一度的「新社花海」來囉！活動以寬闊的山景與花海景觀歡迎民眾蒞臨！,,2018/12/1,07:49
2019中臺灣元宵燈會,臺中市408南屯區,無,,2019/2/19,08:59
2019后里泰安櫻花季,臺中市421后里區,萬眾期待的「2019后里泰安櫻花季」繽紛展開，臺中賞櫻不用千里迢迢到武陵農場，后里就可以欣賞落櫻繽紛的粉色美景，感受春天百花齊放的生命力。為方便民眾賞櫻，活動期間8天假日規劃有臺鐵泰安車站(新站)往返泰安派出所的賞櫻接駁車，歡迎闔家來到后里泰安派出所賞櫻，絕對讓您春風滿面！,,2019/2/21,05:10
2018花之禮讚,臺中市400中區,「花之禮讚—四大美術館聯合大展」由文化部及臺中市政府指導，國立故宮博物院、東京富士美術館、奇美博物館與國立臺灣美術館共同合作主辦，特別規劃於臺中花博期間展出。本展透過總策展人蕭瓊瑞教授的擘劃，以及四館策展人的統整、詮釋，選擇大眾喜愛的「花卉」為主題，探討不同文化中有關「花卉」在藝術創作中的意象與特質，是一場老少咸宜，同時又具有深度學術論述基礎的展覽。,,2018/11/16,11:19
2019臺中東勢新丁粄節,臺中市423東勢區,「新丁粄節」是東勢客庄流傳百年的民俗活動，起源於過去是勞力密集的農業社會，家族總希望多子多孫多福氣，於是為求得子女以「米粄」供品祈求上天，並許願將會以更多「米粄」還願，結果靈驗。因此漸漸將因求得子女（即新丁）而向神明還願的「米粄」供品稱為「新丁粄」。,,2019/2/17,10:22
2019臺中媽祖國際觀光文化節,臺中市408南屯區,百年宮廟風華自2月9日起至5月25日舉行，邀請中市在地、國內外知名團隊等超過40組表演團隊，於12座百年宮廟帶來12場匯演。今年以「媽祖同行」為主題，傳達信徒每年跟隨媽祖行走各地的虔誠，更融入了解宗教、藝文、在地等特色文化與內涵。,,2019/4/21,07:06
2019太平枇杷節,臺中市411太平區,2019枇杷春遊太平農遊趣-枇杷巴士、採枇杷體驗、枇杷樹認養,,2019/3/9,05:48
2019客家桐花季,臺中市423東勢區,臺灣客家桐花的嘉年華會，在春夏交替之際，桐花滿山遍野綻放，一朵朵白皙嬌柔的油桐花繽紛盛開在樹上，為翠綠的山區添上新裝。沿著臺3線、北二高，我們看見白靄靄的山頭，會驚訝如此的美景，卻未曾駐足欣賞，但是透過客家桐花祭的舉辦，桐花的花開花落有了不同的意義。桐花祭以雪白桐花為意象，傳遞客家人敬天地、重山林之傳統，更以桐花、山林之美為表，客家文化、歷史人文為核心，展現客家絕代風華。油桐強韌的生命力，恰如客家人的硬頸精神。每年桐花盛開之際，期待「客家桐花祭」與您開一扇「任意門」，共下來尞。,,2019/5/25,06:40
2019臺中巧聖仙師文化祭,臺中市423東勢區,「臺中巧聖仙師文化祭」已經連續3年獲中央客家委員會遴選列入「客庄12大節慶」，今年結合府內7個機關共同舉辦，推出豐富多元的系列活動，藉由活動來發揚魯班精神、提升技職教育、促進經濟發展並保存傳統文化，將東勢巧聖仙師廟的祭典提升為全國性祭典活動，並打造臺中成為工匠城市、工藝之都。,,2019/6/6,05:21
2019大安沙雕音樂季,臺中市439大安區,☀️夏日炎炎☀️的暑假要去哪玩呢？有個江湖傳說「北福隆、中大安、南墾丁」你知道這是在說什麼嗎?如果…還不知道…，快快出發台中大安就知道囉~今年暑假絕對不能錯過的 #2019大安沙雕音樂季 錯過就要等明年,,2019/7/3,07:09
2019南屯端午穿木屐躦鯪鯉活動,臺中市408南屯區,108年6月7日於萬和宮前廣場盛大舉辦,,2019/6/7,12:00
2019台中國際動漫博覽會,臺中市402南區復興路三段362號,2019台中國際動漫博覽會將於8/9-8/26盛大展開,,2019/8/12,03:20
2019臺中珍奶節,臺中市400中區,臺中珍奶發源地，人氣珍奶你決定！,,2019/8/22,09:22
2019台中好湯溫泉季,臺中市424和平區,夏天就是要泡溫泉！一起享受在熱氣繚繞的溫泉中，放鬆身心的快樂吧！為了推廣臺中溫泉，臺中市政府舉辦「2019臺中好湯溫泉季─漫遊谷關泡湯趣」系列活動，8月10日-11日谷關溫泉漫畫嘉年華將如期舉辦，名偵探柯南及鬼太郎也會到訪谷關與大家同樂噢！機會難得，邀請各位大小朋友，暑假來到谷關避暑遊玩，一同看漫畫、泡好湯、吃美食、抽大獎，谷關的好空氣及美景絕對讓您流連忘返！,,2019/8/15,01:10
2019臺中爵士音樂節,臺中市403西區公益路163-1號,活動時間：10月11日(五)～10月20日(日)平日17:00-21:30假日15:00-22:00活動地點：主場地-本市西區市民廣場、草悟道海線-港區藝術中心清水廣場(10/12)山城-豐原藝文館演藝廳(10/13)屯區-霧峰立法院中部辦公室園區(10/19.20),,2019/10/15,10:19
2019 臺中自行車嘉年華-Bike Taiwan,臺中市423東勢區,2019台中自行車嘉年華將於8/28開始報名！系列活動採報名制，額滿為止。「2019臺中自行車嘉年華 Bike Taiwan」為交通部觀光局2019臺灣自行車節之系列活動，將以「老少咸宜」、「自行車漫遊」及「介紹自行車產業品牌」為特色，規劃適合各年齡層車友之自行車活動，邀集一般民眾闔家參與。【活動地點】9/28鐵山腳單車運動村(438台中市外埔區長生路866號)、9/29台中都會公園(407台中市西屯區都會園路1215巷140號),,2019/9/28,05:44
2019臺中國際舞蹈嘉年華,臺中市408南屯區文心路一段289號,活動日期：10/25-27 ； 11/1-3「2019臺中國際舞蹈嘉年華」藉由表演藝術與舞蹈運動推廣觀光之主軸，邀請國際知名舞蹈團體來臺進行表演交流，同時促進活動在地化與本土化，在樂曲中融入傳統節慶文化或歷史故事作為表演背景，展現本土特色。,,2019/10/31,08:45
2019大雅區小麥產業文化節,臺中市428大雅區神林路一段231巷40號,『情訂麥鄉‧儂情久久』暨臺中市農特產品展售會,,2019/2/28,12:00
動物藝想—故宮新媒體暨藝術展,臺中市436清水區鎮政路100號,「動物藝想─故宮新媒體暨藝術展」是個說故事的展覽，以藝術、科學、自然和社會的角度窺探動物世界。,,2019/3/25,02:11
2019臺中兒童藝術節,臺中市420豐原區,無,,2019/5/4,11:18
2019親子藝術節,臺中市411太平區大興路201號,屯區藝文中心5月的盛事，廣受大朋友、小朋友喜愛的「2019親子藝術節」今年將在5月4日到5月26日跟大家見面嘍！4月25日(星期四)10時30分於中心一樓大廳的活動記者會，現場邀請到好玩的劇團演出精彩片段，先帶大家體驗2019親子藝術節的歡樂氛圍！,,2019/5/16,05:57
2019臺中國際花毯節,臺中市426新社區協成里協興街30號,活動日期：11/9-12/1大面積的繽紛花海，結合臺中山城特色農產品行銷、休閒農業旅遊等主題，展現山城自然景觀、農業生態與地方產業文化。,,2019/11/21,03:13
幸福在騎中-自行車道行銷推廣活動,臺中市427潭子區,無,,2019/6/17,07:18
2019搖滾臺中,臺中市408南屯區文心路一段289號,2019【搖滾台中 ROCK IN TAICHUNG】ALWAYS BE HERE,,2019/9/7,09:12
2019臺中購物節,臺中市400中區,無,,2019/7/16,01:54
2019臺中電影放映季,臺中市400中區,台中電影fun in季今天開跑囉囉!29個行政區巡迴放映!,,2019/7/21,03:53
「聲歷其境」口述影展,臺中市400中區,國立臺灣圖書館為推動無障礙圖書資源服務專責任務，串聯北、中、南區各合作圖書館，規劃108年「聲歷其境」口述影展，播放由文化部製作示範之4部口述影像電影，期讓視障朋友能透過聽覺享受觀賞電影的樂趣，落實公共圖書館保障閱讀平權及推廣文化近用。,,2019/7/30,03:20
2019臺中樂器節,臺中市403西區英才路534號,臺灣中部地區是製造薩克斯風的發源地，為了將樂器產業特色發揚光大，從「臺中樂器節」地方節慶出發，連結臺中地區的藝文節慶活動。在臺中樂器節讓每位參與的民眾都能放送的大聲唱，不論是獨立音樂、民謠、線上流行、老歌經典等，都能透過音樂穿透世界的界線。今年臺中樂器節將以「跨樂大FUN SONG」為主題，讓音樂迴盪在每個角落。,,2019/10/5,01:10
2019 大安海觀光推廣活動,臺中市439大安區北汕路86巷1號,玩轉臺中大安-風箏景觀大安濱海樂園，每年秋冬的風箏衝浪賽事將「大安風」特色結合比賽、風箏衝浪體驗活動，推廣遠至國際，今  (108)年更擴大規模，推廣「大安海」，強調海洋生態保育及淨灘，除了競賽、體驗活動，融合大安特色風箏節、小旅行、特色生態及親海愛海淨灘活動等，期望用多元獨特角度，讓更多民眾認識大安，讓「大安海」觀光起飛。活動日期：2019/10/12 - 2019/10/20,,2019/10/17,06:05
2020台灣燈會,臺中市400中區寺山路41號,無,,2019/12/31,10:42
2019小鎮漫遊-山城慢遊心體驗,臺中市400中區,活動日期：2019/11/22 - 11/23活動地點：台中市新社區中興嶺停車場邀您一起來台中 體驗山城的美好浪慢紫色餐桌、在地特色小農市集 享受慢食、慢遊、慢活的「慢．好」新生活態度！,,2019/11/22,11:46
2019谷關七雄登山趣,臺中市424和平區谷關,活動日期：2019/11/25 - 2020/04/30活動地點：台中市和平區藉由辦理谷關七雄登山推廣活動，打響和平區山岳於全國登山界之知名度，促進本市和平區整體觀光旅遊活絡與經濟效益。,,2020/1/15,02:59
2020泰安櫻花季,臺中市421后里區安眉路27號,活動日期：2/15-3/1泰安派出所旁200公尺長的路段，種植近百株的櫻花，每年人潮眾多，爭睹櫻花盛開的風采，欣賞落櫻繽紛的粉色美景。,,2020/2/24,07:37
2020東勢新丁粄節,臺中市423東勢區文化街,日期：2020/2/8-2/9地點：東勢客家文化園區、台中市東勢區文化街新丁粄節代表客家人知恩惜福，製作「新米粄」答謝土地公、土地婆，闢佑家中人丁興旺、多子多孫多福氣，為東勢年度盛事。大龜粄、桃粄，並開放擲筊求新丁粄，另有求子、求文昌、丟炮城等活動，讓大家體驗,,2020/2/8,08:32
2020臺中購物節,臺中市400中區,無,,2020/7/9,07:55
2020臺中好湯溫泉季,臺中市400中區,臺中有好山好水，也有好湯，臺中四大名湯谷關、大坑、烏日、東勢的優質溫泉遠近馳名，碳酸泉質對皮膚有輕微按摩作用，別稱「美人湯」。為了推廣臺中溫泉，臺中市政府觀光旅遊局於8/17-9/30舉辦「2020臺中好湯溫泉季」系列活動， 以「湯緣」為主題，邀您來臺中結好緣，幸福泡好湯！,,2020/8/21,11:08
2020臺中自行車嘉年華,臺中市400中區,無,,2020/9/22,11:21
2020臺中國際舞蹈嘉年華,臺中市400中區,無,,2020/10/20,03:24
2020新社花海暨臺中國際花毯節,臺中市400中區協興街30號,無,,2020/11/18,08:02
2020愛在谷關點亮梨山 跨年超High雙主場,臺中市424和平區中正路91號,活動時間：2019/12/31 - 2020/1/1活動地點：台電前廣場；梨山賓館前廣場「全台灣最高的跨年在梨山」、「全台灣最原味的跨年在谷關」-和平區公所2019年12月31日將於谷關及梨山同時舉辦跨年晚會。邀請市民朋友及各地遊客前來超HIGH雙主場一起跨年，接著隔天2020年元旦上午8時30分將在梨山賓館前廣場舉行升旗典禮，邀請民眾在海拔2000公尺的高山，迎接新的一年。,,2019/12/31,03:15
Shining!嗨玩台中 2020跨年狂歡夜,臺中市400中區,無,,2019/12/31,02:47
2020臺灣國際光影藝術節 2020 LIGHT FESTIVAL,臺中市403西區五權西路一段2號,在本次臺灣國際光影藝術節舉行的同時，也是2020台灣燈會的活動期間，兩者同樣以光作為載體，承載不同的文化面貌。臺灣光影藝術節試圖以藝術創作的角度， 向群眾打開光的可能性。回頭審視台灣燈會，作為光影藝術的一種形式，發展過程中亦逐步納入科技或藝術團隊的參與。本次展覽則期望透過一種更純粹的視角探討光影的藝術，藉由國內外藝術家的作品，更聚焦在「光影」所帶來的體驗，以及感官上的未知領域。,,2020/2/21,12:45
2020大安沙雕音樂季,臺中市439大安區,☀️夏日炎炎☀️的暑假要去哪玩呢？有個江湖傳說「北福隆、中大安、南墾丁」你知道這是在說什麼嗎?如果…還不知道…，快快出發台中大安就知道囉~,,2020/7/6,05:26
2020谷關七雄完登活動,臺中市400中區,無,,2020/10/11,09:11
2020我是登山王‧大坑生態尋寶趣,臺中市406北屯區,大坑12條登山步道有12種不同的面貌，將大坑登山活動設計成為趣味的尋寶遊戲「我是登山王‧大坑生態尋寶趣」，設計10道任務主題，其中3號及8號步道因整修不納入本次挑戰路線。活動期間只要每攀登完一條步道，即完成一道任務解鎖，級別為：親子級、休閒級、健腳級，例如親子級要完登6、7、9及9-1號步道等4條步道，需解鎖4道任務才算完成一個級別。完成三個等級，即成為制霸大坑的登山王，就可擁有「我是登山王」限量臂章及完登證書等榮耀。-活動日期：自109/8/15- 109/10/31止兌換日期：自109/9/1-109/11/10止,,2020/9/17,12:32
2020藝遊未盡臺中城,臺中市407西屯區臺灣大道三段99號,觀光市集、街頭藝人展演，臺中任你玩！經典紙風車劇團，精彩演出-巫頂環遊世界現場更有刮刮樂、超值抽獎10萬大獎等你來拿！-活動日期：109/9/26 下午16:00-21:00,,2020/9/26,12:00
2020臺中國際舞蹈嘉年華 舞蹈影片競賽活動,臺中市400中區,無,,2020/9/23,01:34
2020大安海觀光推廣活動,臺中市439大安區,無,,2020/10/3,09:27
109年安心旅遊首選臺中-加碼送活動,臺中市400中區,「109年安心旅遊首選臺中」加碼送活動10/15((四)正式開跑啦!!!眾多加碼好康禮品等你來拿!揪起來，「趣」臺中玩，把握最後一波安心旅遊補助~活動內容請參照以下資訊。,,2020/10/22,09:39
2021 中台灣元宵燈會 (活動停辦),臺中市400中區中央公園,無,,2021/2/27,03:29
2021臺灣國際光影藝術節 Taiwan International Light Festival,臺中市403西區五權西路一段2號 (國立臺灣美術館),開燈時間：17:00－22:00,,2021/3/15,03:24
2021宅‧在臺中度假,臺中市400中區,為提升臺中市觀光產業，提倡在居住的城市探索鄰近的景點與行程的「Staycation宅度假」新旅遊模式，面對國旅大爆發的後疫情時代，期待透過新旅遊概念，推廣臺中觀光文化，以達當地經濟最大效益。並結合旅宿業者及露營區推出續住優惠等方案，吸引遊客延長停留時間，發現臺中更多好吃好玩的地方，讓人想一直「宅」在臺中，感受「Be AT HOME in Taichung」的魅力！,,2021/5/31,09:20
2021大坑蝶螢嘉年華(活動停辦),臺中市406北屯區屯區大政段357地號(臺中市大坑生態園區),有台中市後花園美名之稱的「大坑風景區」是登山民眾心靈沉澱與親近自然的重要休憩好所在，而「大坑生態園區」更是扮演了重要角色，104年通過行政院環保署環教場所認證後，吸引許多喜愛大自然的民眾前往體驗，園區內的生態相當豐富，光是蝴蝶種類就高達140多種，也有眾多獨特的昆蟲及蛙類棲息於此，為中台灣體驗自然生態及環境教育首選的地標，更榮獲環保署評鑑為五顆星優等環教場域。為了加強大坑地區自然生態保育及推廣螢火蟲、蝴蝶及蛙類生態教育的重要觀念，於春、夏兩季，於大坑生態園區舉行螢火蟲、蝴蝶及蛙類的環境教育生態解說導覽及手作體驗活動。,,2021/4/25,09:53
2021谷關七雄‧森旅臺中 (10/5活動開放，10/8開放線上認證申請),臺中市400中區,無,,2021/11/26,08:40
2021臺中大安沙雕音樂季(活動停辦),臺中市439大安區福住村北汕路86巷1號,無,,2021/7/1,03:20
